name;gender;spk_class;nb_turn;total_length
Didier_MAUS;male;1;13;104.11099999999999
Jose_DUPUIS;male;1;1;12.180999999999585
Andre_GOLLIARD;male;1;20;64.74500000000006
unk_793;NA;1;1;1.7390000000000327
Rocco_CONTENTO;male;1;10;31.43399999999974
Sylvain_BRIERE;male;1;13;61.02599999999984
Albert-Jean_MOUGIN;male;1;28;176.08299999999963
unk_512;NA;1;2;2.5349999999998545
Francois_BAYROU;male;2;76;355.1430000000007
unk_679;NA;1;2;9.177999999999884
Marie-France_STIRBOIS;female;1;3;11.766000000000076
Gabriel_KAHN;male;1;21;62.174000000000035
Nathalie_ARTHAUD;female;1;6;33.936999999999955
Jean-Pierre_BRARD;male;1;14;118.79200000000009
Marc_LE_FUR;male;1;50;197.7960000000001
Ali_BADDOU;male;1;2;1.97300000000007
unk_1169;NA;1;1;14.069000000000074
unk_1129;NA;1;2;17.36999999999989
unk_19;NA;1;3;18.228999999999928
Stephane_MARTONY;male;1;1;8.860999999999876
Jerome_DESCHAMPS;male;1;17;62.879999999999654
Helene_ROUSSEL;female;1;13;52.49499999999985
unk_612;NA;1;7;24.255999999999858
unk_789;NA;1;1;1.9230000000000018
Guillaume_PELTIER;male;1;59;468.5949999999999
Philipple_DOUSTE-BLAZY;male;1;7;37.10200000000003
Alexis_JENNI;male;1;8;49.69599999999991
Sonia_DEVILLERS;female;2;136;386.29800000000057
Bernard_LEGRAS;male;1;8;54.918000000000006
Isabelle_MOREAU;female;1;13;59.60500000000002
Christian_DE_BOISSIEU;male;1;1;12.24200000000019
unk_811;NA;1;5;20.823999999999984
unk_602;NA;1;6;36.61400000000003
Yves_IZARD;male;2;153;511.5189999999999
Thierry_BURKHARD;male;1;10;38.810999999999694
Arnaud_ROBINET;male;1;14;67.27500000000055
Bernard_BIGOT;male;1;57;254.84299999999848
unk_743;NA;1;4;13.79099999999994
unk_1110;NA;1;2;6.169999999999845
unk_944;NA;1;9;33.03699999999981
Damien_GOURLET;male;4;78;734.0850000000007
Caroline_LANTY;female;1;30;187.6560000000004
unk_980;NA;1;9;34.73599999999996
unk_1127;NA;1;1;4.1720000000000255
Jacques_BAUTE;male;1;17;52.46900000000005
unk_1111;NA;1;2;12.844000000000051
Pierre_NEGREL;male;1;6;30.108000000000175
Alan_DOSS;male;1;16;51.077999999999975
unk_474;NA;1;6;22.850000000000023
Christian_BINDNER;male;2;126;437.41200000000003
Philippe_MUSSATTI;male;1;9;29.021000000000186
Pierre_DE_JONG;male;1;18;53.39099999999999
unk_316;NA;1;8;21.583000000000027
Marie-Luce_PENCHARD;female;1;2;27.216999999999985
Noel_MAMERE;male;4;123;730.612000000001
Henri_GUAINO;male;1;5;40.26400000000007
Veronique_STOURM;female;1;20;59.099999999999994
Sandra_BOULANGER;female;1;24;222.2770000000005
Henri_PLAGNOL;male;1;31;102.09299999999996
Aline_PAILLER;female;1;12;60.450000000000045
Jean-Yves_CAMUS;male;1;24;135.45399999999984
Veronique_REBEYROTTE;female;1;37;112.25600000000003
Jean-Remi_MAKIAGE;male;1;19;57.38099999999997
unk_875;NA;1;12;50.66199999999981
Anne_TOULOUSE;female;1;25;178.5709999999999
Guy_CARLIER;male;1;14;43.697000000000116
unk_674;NA;1;7;20.01800000000003
unk_591;NA;1;2;6.608999999999924
unk_694;NA;1;6;18.621000000000095
unk_1007;NA;1;5;15.337999999999624
Franck_RIBOUD;male;1;7;53.59699999999998
Christine_OCKRENT;female;1;5;23.32899999999995
Patrick_LECLERC;male;1;29;158.8180000000001
Baptiste_YVARS;male;1;4;20.299999999999955
Jean-Marc_FOUR;male;2;158;536.7989999999996
Jean-Michel_AULAS;male;1;9;30.66899999999987
unk_988;NA;1;16;63.60100000000011
Pascal_LAMY;male;1;55;214.85699999999997
Philippe_MARTIN;male;1;2;15.685999999999979
Guy_TEISSIER;male;1;24;131.0729999999999
Jean_PRUNETTA;male;1;10;43.43300000000001
Bernard_CORTET;male;1;3;36.49799999999999
Paul_DURIEU;male;1;24;99.31299999999987
Ruth_ELKRIEF;female;1;51;307.6249999999982
Dominique_WOLTON;male;1;53;233.522
unk_620;NA;1;2;7.339999999999918
Mathieu_ARON;male;2;89;370.2999999999997
unk_803;NA;1;1;2.0790000000001783
Arthur_GEORGES;male;1;13;43.68899999999985
Roland_FAURE;male;1;12;57.572000000000116
Claude_CHARLOT;male;1;25;97.56700000000001
Philippe_THOMIN;male;1;20;73.22400000000005
unk_836;NA;1;4;10.086999999999875
Jean-Louis_PY;male;1;10;24.857999999999947
Francois_RIVASSEAU;male;1;4;19.057000000000016
unk_515;NA;1;2;1.7149999999996908
Josiane_GORGIBUS;female;1;23;96.46500000000015
unk_871;NA;1;1;0.8849999999999909
unk_745;NA;1;9;41.2529999999997
Jean_GLAVANY;male;1;54;204.63400000000036
Imad_LAHOUD;male;1;6;40.007000000000176
unk_1180;NA;1;20;136.85100000000017
Sandrine_MARCY;female;1;9;31.937000000000012
David_RODRIGUEZ;male;2;93;252.82100000000023
Jacques_DESALLANGRE;male;1;16;108.29499999999996
Arno_KLARSFELD;male;1;29;199.3409999999999
Philippe_VALLET;male;1;6;23.714999999999236
Yves_JEGO;male;1;9;56.24300000000005
Francois_CHEREQUE;male;1;11;37.430000000000064
Didier_PIARD;male;1;70;307.35899999999856
unk_741;NA;1;11;37.14999999999981
unk_611;NA;1;3;9.337000000000444
unk_901;NA;1;6;33.278999999999996
unk_854;NA;1;11;47.03800000000001
Herve_NOVELLI;male;1;2;16.44799999999998
Vincent_PELLEGRINI;male;1;21;49.76899999999989
Frederic_JOUSSET;male;1;30;262.11099999999897
Gerard_LONGUET;male;1;30;183.22099999999995
unk_522;NA;1;7;26.787999999999897
Loic_RIVIERES;male;1;5;54.208000000000084
unk_1206;NA;1;5;32.36900000000014
Serge_RAMPA;male;1;10;31.864000000000033
Cecile_DANRE;female;1;20;163.06200000000067
unk_883;NA;1;2;3.1289999999999054
Pascal_SANTONI;male;1;9;59.67999999999995
Patrick_BERCHE;male;1;25;159.1280000000006
Marie-Elise_WELSH;female;1;13;60.327999999999975
Nicolas_VOLLAIRE;male;1;25;170.30099999999948
Patrick_OLLIER;male;1;7;45.38500000000022
Sarah-Lou_COHEN;female;1;5;51.20899999999983
Youssou_N_DOUR;male;1;1;10.662999999999897
Catherine_NERESSIS;female;1;13;50.240999999999985
Alain_MARSAUD;male;1;26;220.64199999999983
Michel_POLACCO;male;2;118;489.5569999999998
unk_941;NA;1;2;7.711000000000013
Jean-Paul_BOLUFER;male;1;10;58.40100000000001
Laurent_DELAHOUSSE;male;1;1;3.177000000000021
Jean-Marc_LECH;male;1;18;70.88599999999951
Pierre_WEILL;male;4;321;1095.4469999999994
Catherine_COUTELLE;female;1;24;107.76000000000005
unk_650;NA;1;4;4.396000000000029
Anicet_MBIDA;male;2;94;480.4780000000016
unk_314;NA;1;27;91.07500000000005
Roland_VIERNE;male;1;8;22.833000000000027
Gerard_MORDILLAT;male;1;13;61.438999999999965
Laure_MANAUDOU;female;1;2;14.995000000000118
Isabelle_LABEYRIE;female;1;55;177.8670000000002
Raymond_DURAND;male;1;13;101.79700000000014
Jean-Jacques_VANIER;male;1;47;154.66500000000042
Gerard_BAPT;male;1;60;372.19699999999995
Renaud_DELY;male;1;33;256.06500000000005
unk_1008;NA;1;7;13.627999999999929
unk_689;NA;1;3;6.778999999999996
Dominique_LEFEBVRE;male;1;17;81.53499999999985
unk_669;NA;1;8;17.897000000000048
Christian_LE_FRANC;male;1;1;14.876999999999953
unk_937;NA;1;24;58.069999999999766
Marion_LEFEBVRE;female;1;48;448.9689999999997
Philippe_VARIN;male;1;25;136.78300000000013
Nathalie_WENTZ;female;1;22;63.71499999999992
Patrick_EVENO;male;1;29;234.4110000000005
Charlotte_BRUN;female;1;10;27.592999999999847
Juliette_RENGEVAL;female;1;33;120.35499999999996
Fabrice_DROUELLE;male;4;865;3092.4159999999933
Anne-Laure_DAGNET;female;1;12;53.43099999999998
Olivier_NAHUM;male;2;122;422.3399999999997
unk_1098;NA;1;4;25.175999999999817
unk_485;NA;1;3;14.414000000000215
Mohammed_KHENNICHE;male;1;2;13.165999999999997
Genenievre_DE_FONTENAY;female;1;16;50.590999999999795
unk_605;NA;1;1;3.58199999999988
unk_796;NA;1;2;3.4089999999996508
Gaetan_GORCE;male;1;6;55.27600000000007
Jerome_CHARTIER;male;1;34;128.7680000000002
Roland_MUZEAU;male;1;71;320.3149999999995
Eric_YUNG;male;1;19;81.93000000000006
Jean-Marie_LE_GUEN;male;1;2;27.341000000000065
Sophie_AUVIGNE;female;2;114;520.5989999999997
Eric_BESSON;male;1;55;451.842
Claude_THELOT;male;2;148;369.707
Maxime_POULLAOUEC;male;1;11;69.86799999999971
unk_520;NA;1;1;2.80600000000004
Michel_LOYONS;male;1;11;28.089999999999918
Bernard_CRESSENS;male;1;15;44.615999999999985
Arnaud_DE_BLAUWE;male;2;75;444.0729999999993
unk_1112;NA;1;2;4.229999999999961
unk_884;NA;1;1;1.0480000000000018
Yves_DURAND;male;1;48;212.62099999999987
Jean-Claude_MANUGUERRA;male;1;3;13.217999999999961
Francois_LAMY;male;1;17;181.71300000000008
unk_559;NA;1;2;3.438000000000102
unk_943;NA;1;19;64.50999999999976
Jean-Pierre_GRATIEN;male;4;96;714.1600000000001
Kenrick_MONK;male;1;1;14.045999999999822
unk_450;NA;1;21;98.47600000000011
Francois_GIUSEPPI;male;2;90;278.8809999999994
Bernard_GUETTA;male;4;451;1754.6340000000012
unk_574;NA;1;3;7.891999999999598
unk_820;NA;1;4;12.23700000000008
unk_904;NA;1;8;24.062000000000012
Malek_BOUTIH;male;1;1;12.426000000000045
Nicole_AMELINE;female;1;48;194.77700000000027
Karim_BENZEMA;male;1;2;15.977000000000317
unk_1086;NA;1;1;0.8330000000000837
Christophe_LOUIS;male;1;3;20.29499999999996
Fabienne_SINTES;female;1;52;228.61200000000022
unk_494;NA;1;2;10.391999999999598
Catherine_NAY;female;1;2;16.174999999999727
Michel_PIRON;male;1;47;242.10800000000023
Renaud_BERNARD;male;2;93;379.47699999999986
Caroline_LANGLOIS;female;1;5;34.39200000000005
Jean-Louis_SCHILANSKY;male;1;17;92.44699999999966
Anita_HAUSSER;female;1;35;405.26800000000026
Jean-Luc_DEHAENE;male;1;24;90.03600000000006
Francois_DELAPIERRE;male;1;1;12.256999999999948
Natacha_RIOS;female;1;4;55.513000000000005
Ludovic_FAUX;male;1;9;37.42199999999997
Francois_BAROIN;male;4;137;1068.8810000000008
Bernard_LAYRE;male;1;7;30.110000000000127
Maxime_LE_FORESTIER;male;1;6;24.611999999999966
Jean-Luc_DELARUE;male;1;2;16.32499999999999
unk_684;NA;1;5;18.740999999999985
Gerald_NOULE;male;1;16;59.684999999999945
unk_636;NA;1;3;7.53099999999975
unk_608;NA;1;3;4.217999999999847
Antoine_SIBIASKI;male;1;4;15.32699999999977
Hughes_FELTES;male;1;13;48.34899999999993
Celine_KAJOULIS;female;1;2;10.288999999999987
Moche_LEWIN;male;1;3;12.413000000000238
Matthieu_BONDUELLE;male;1;17;120.39899999999989
Jean-Marie_DURAND;male;1;8;26.65599999999995
Dominique_BERTINOTTI;female;1;24;216.62000000000012
Maria_INES;female;1;28;261.1030000000005
Sebastien_HUYGHE;male;1;25;229.81499999999983
Christine_BOUTIN;female;1;18;94.72799999999987
Marie-George_BUFFET;female;1;56;399.5190000000001
unk_829;NA;1;3;12.423999999999978
David_PUJADAS;male;1;6;17.27200000000002
unk_728;NA;1;1;2.0459999999998217
Sebastien_LAUGENIE;male;1;27;101.74600000000021
unk_22;NA;1;1;11.105000000000018
unk_1001;NA;1;2;4.095000000000255
Cedric_KAHN;male;1;11;45.553999999999974
Stephane_PAIR;male;2;78;313.3339999999996
Bernard-Henri_LEVY;male;1;44;311.45099999999957
unk_371;NA;1;41;143.16699999999992
unk_842;NA;1;3;10.11099999999999
unk_761;NA;1;3;4.301000000000045
Francois_KLIPFFEL;male;1;26;109.59299999999996
Cathy_GENTIL;female;1;4;33.77499999999998
Jean-Pierre_SANPOUX;male;1;19;64.54700000000003
unk_447;NA;1;2;9.690999999999804
Stephane_ROZES;male;1;15;63.08800000000002
unk_727;NA;1;3;9.851000000000113
Sandrine_BONNAIRE;female;1;7;15.871000000000038
Frederic_DE_LANOUVELLE;male;4;119;1099.0979999999995
unk_765;NA;1;16;30.741999999999635
Christine_LAGARDE;female;1;72;397.26899999999995
Antoine_DELPIERRE;male;1;6;49.909000000000106
unk_510;NA;1;3;12.626999999999953
Francois_BROTTES;male;1;65;331.52100000000047
Bernard_LACOMBE;male;1;9;35.903999999999996
Jean_TIBERI;male;1;19;71.74999999999989
Marielle_DE_SARNEZ;female;1;1;6.876999999999953
Jean-Claude_GUEHENNEC;male;1;28;117.80599999999913
Nicolas_SARKOZY;male;4;465;1448.421999999999
Pascal_PIEROZZI;male;2;94;312.2330000000002
Eric_CHANEY;male;1;15;60.028999999999996
Sergio_VIEIRA_DE_MELLO;male;1;11;48.793000000000006
Philippe_PLISSON;male;1;19;117.14999999999992
Etienne_GINOT;male;1;19;188.57499999999982
unk_867;NA;1;4;6.6459999999998445
Christophe_JAKUBYSZYN;male;1;2;1.6029999999997813
Gilles_DE_ROBIEN;male;1;1;6.39200000000028
Thibault_MAISONNEUVE;male;1;11;41.992999999999995
unk_1104;NA;1;1;7.614000000000033
unk_479;NA;1;4;21.016999999999825
unk_954;NA;1;7;24.478000000000065
Richard_VIRENQUE;male;1;9;34.83199999999988
Thomas_FERSEN;male;1;63;249.64799999999946
Grzegorz_ROSINSKI;male;2;94;401.3319999999999
Anissa_EL_JABRI;female;1;22;73.84599999999955
unk_918;NA;1;2;3.518000000000029
Alain_PERRIN;male;1;9;34.41799999999989
Philippe_POUTOU;male;1;4;23.58400000000003
Catherine_MARSAL;female;1;18;55.908000000000015
Christian_BEX;male;1;23;87.46099999999956
unk_1132;NA;1;2;6.109000000000037
Christine_MURATET;female;1;25;78.12700000000001
unk_1077;NA;1;3;4.280999999999949
Serge_BIDEAU;male;1;4;32.69699999999966
unk_979;NA;1;4;12.201000000000136
Jacques_KESSLER;male;1;44;180.47400000000016
Thierry_DUPUYT;male;1;2;21.769999999999982
Bruno_D_ALBERTO;male;1;15;49.406999999999925
Marie-Claude_KERVELLA;female;1;9;45.22300000000007
Stephane_HESSEL;male;1;1;8.468000000000018
Eric_DE_LAVARENE;male;1;9;60.24700000000007
Michel_SIMES;male;1;13;48.42399999999998
Jean-Luc_MELENCHON;male;2;85;381.414
Olivier_GUPTA;male;1;9;60.44099999999992
Chantal_CUMUNEL;female;1;25;102.88499999999999
Rolland_COURBIS;male;1;29;161.21900000000005
unk_480;NA;1;7;19.235999999999876
Jean-Louis_SOUFFLET;male;1;4;13.015999999999963
unk_342;NA;1;47;127.26000000000067
Kad_MERAD;male;1;2;9.93100000000004
Ronald_GUINTRANGE;male;1;36;322.6650000000001
Lionnel_LUCA;male;1;59;505.1030000000003
Yannick_JADOT;male;1;5;22.53200000000004
Philippe_VIGIER;male;1;2;16.37899999999999
Stanislas_NORDEY;male;2;88;366.89400000000023
Bertrand_GALLICHER;male;1;68;263.22499999999985
Marie-Pierre_OLFAN;female;1;7;59.309999999999945
unk_1156;NA;1;5;18.299000000000134
Denis_ASTAGNEAU;male;4;275;1035.6580000000001
Raphael_REYNES;male;1;24;78.553
Martine_AUBRY;female;1;29;155.8210000000001
Betty_LACHGUER;female;1;6;49.965000000000146
Pascal_LE_GUERN;male;4;595;2532.6380000000026
unk_1087;NA;1;2;10.931000000000267
Valerie_HOFFENBERG;female;1;4;37.516000000000076
Gilles_BORNSTEIN;male;1;2;12.96699999999987
Nicolas_BONNEMAISON;male;1;2;21.427999999999997
unk_927;NA;1;1;1.3540000000002692
unk_837;NA;1;2;2.367000000000033
unk_780;NA;1;8;27.106000000000222
unk_1018;NA;1;13;56.502000000000294
unk_1203;NA;1;8;51.78
Alain_JUPPE;male;4;150;796.7749999999999
Christophe_DUGARRY;male;1;11;44.28200000000004
Herle_JOUON;male;1;23;72.197
Robert_BADINTER;male;4;205;1011.7499999999993
Valery_LEROUGE;male;1;26;96.26999999999987
unk_928;NA;1;1;1.5239999999998872
unk_478;NA;1;2;7.694999999999709
Christine_SIMEONE;female;1;19;76.702
Georges_GOUJON;male;2;88;279.1650000000001
Pierre_LASCAR;male;1;19;138.55999999999972
Jean-Marc_ESPINASSE;male;1;1;13.279999999999973
Pascal_LAINE;male;1;18;84.4690000000005
unk_490;NA;1;1;1.2489999999997963
Danielle_MITTERRAND;female;1;4;22.014999999999873
unk_758;NA;1;4;20.331999999999994
Pascal_DELANNOY;male;2;160;567.3209999999996
unk_668;NA;1;5;11.096999999999753
Dominique_ERENFRID;female;1;23;94.93700000000013
Ghislaine_DUPONT;female;1;5;23.02500000000005
unk_1023;NA;1;5;21.84999999999991
Dominique_VAUCY;male;2;79;512.4450000000004
unk_849;NA;1;23;79.30999999999995
Danielle_MESSAGER;female;2;87;312.91099999999983
Daniel_COSTANTINI;male;1;10;45.73700000000008
Fabrice_GALZIN;male;1;9;39.70700000000005
unk_349;NA;1;10;32.388000000000034
Franck_HERIOT;male;2;123;477.296
Pierre_MARSAT;male;1;14;49.9380000000001
unk_460;NA;1;2;2.29300000000012
unk_1179;NA;1;30;113.65799999999905
Francois_REBSAMEN;male;1;2;22.377000000000066
Jean-Michel_DJIAN;male;1;13;102.9140000000001
Delphine_SIMON;female;1;63;251.91600000000017
unk_744;NA;1;9;33.88099999999997
unk_963;NA;1;3;16.208999999999946
Xavier_BERTRAND;male;4;225;1123.9760000000015
Jean-Charles_OLIVAN;male;1;5;41.4050000000002
Michel_SLITINSKY;male;1;23;60.44599999999997
Nathalie_DE_KEYZER;female;1;19;69.49599999999998
Joseph_OSMAN;male;1;56;380.3239999999987
Francois_SAUVADET;male;1;44;248.7759999999998
Bruno_BESCHIZZA;male;1;45;316.3380000000005
unk_911;NA;1;2;11.277000000000044
Jean-Luc_ROMERO;male;1;24;212.09500000000025
Lucie_NUTTIN;female;4;76;643.2299999999997
Jean-Jacques_GUILLET;male;1;21;107.56600000000049
Bernard_NAGEOTTE;male;2;120;516.8260000000001
Serge_MARTIN;male;2;172;571.6109999999996
Brune_AUDREY;female;1;8;43.08200000000011
Jean-Francois_AQUILI;male;1;12;98.40000000000003
Salomon_LEMBWE;male;1;5;23.06100000000015
Laura_FLESSEL-COLOVIC;female;1;7;60.49000000000024
Farida_SETITI;female;1;5;31.108999999999952
Claude_CORDIER;male;1;26;81.15599999999944
Kamanda_WA_KAMANDA_MUZEMBE;male;1;33;126.18800000000005
unk_579;NA;1;10;38.248000000000275
Michel_ROCARD;male;4;229;813.1249999999998
Sebastien_PROT;male;1;2;15.807000000000244
unk_965;NA;1;1;1.1690000000000964
unk_990;NA;1;9;51.82099999999991
unk_923;NA;1;2;1.875
Nicolas_DE_LABAREYRE;male;1;43;284.85099999999983
Jerome_COLOMBAIN;male;4;502;2108.017000000002
Florence_LEROY;female;2;110;339.00299999999925
Serge_MARTINEZ;male;1;29;112.22300000000035
Flavie_FLAMENT;female;1;10;97.71299999999997
Lionel_JOSPIN;male;1;66;354.7350000000001
Manon_RIVIERE;female;1;10;81.03999999999996
Christophe_SIRUGUE;male;1;22;100.83500000000015
unk_1207;NA;1;4;26.662000000000035
Christophe_HONDELATTE;male;4;1442;5739.207000000005
Daniele_GUILLEMOT;female;1;8;19.588000000000193
unk_805;NA;1;3;10.121000000000095
unk_498;NA;1;1;1.6969999999996617
unk_529;NA;1;6;32.21900000000005
Julien_LANGLET;male;1;19;61.59800000000041
Alex_TURK;male;1;46;279.3180000000001
Pierre_TAMBOURIN;male;1;19;69.52400000000034
Claude_GOASGUEN;male;1;34;129.15399999999977
Philippe_RICHERT;male;1;35;199.50200000000063
Alain_PASSEREL;male;4;1576;6306.098000000003
unk_1159;NA;1;7;24.76800000000003
unk_639;NA;1;4;3.662999999999812
Max_MOSLEY;male;1;9;40.93500000000006
Thierry_FIORILE;male;1;63;231.02600000000018
Elie_BAUP;male;1;2;9.615000000000009
Remy_DI_GREGORIO;male;1;2;12.072000000000116
Joel_LE_PAHUN;male;1;8;29.445000000000164
unk_748;NA;1;15;67.04300000000012
Frederic_NATHAN;female;1;6;45.40100000000007
Marie_TRINTIGNANT;female;1;1;3.1200000000001182
Olivier_JARDE;male;1;1;12.942999999999984
Willy_VOET;male;1;10;58.47300000000007
Fabienne_BROUCARET;male;1;26;234.30700000000047
unk_999;NA;1;20;65.64400000000023
Andre_LONGUET_DES_DIGUERES;male;1;35;329.58800000000014
Roland_DESBORDES;male;1;3;31.817999999999984
Herve_MARITON;male;1;1;7.682000000000016
Franck_RIESTER;male;1;4;28.711999999999932
Philippe_LAMBLIN;male;1;16;54.26900000000012
Cecile_DUFLOT;female;1;23;176.44199999999995
unk_555;NA;1;2;2.5229999999996835
Nicolas_PIERRON;male;1;74;343.19299999999976
Bruno_MAESTRACCI;male;1;32;274.8309999999999
unk_525;NA;1;1;1.2150000000001455
Peter_VAN_PETEGEM;male;1;5;19.355999999999995
Paul_MERITANI;male;1;10;67.26599999999962
Mouammar_KADHAFI;male;1;1;0.6570000000000391
Graziella_RODRIGUES;female;1;11;76.46099999999984
Jean-Luc_GARNIER;male;1;8;32.23199999999997
Francois_LEBLEVENEC;male;1;3;14.692999999999998
Aurelie_KIEFFER;female;1;22;83.85799999999995
Etienne_MONIN;male;1;61;253.7879999999999
Bernard_LAPORTE;male;1;60;255.76399999999967
Karine_BERGER;female;1;14;148.9770000000001
unk_833;NA;1;2;1.8009999999999309
Jean-Francois_SAMMARCELLI;male;1;6;15.34500000000071
Claude_EVIN;male;1;22;98.34199999999987
Jean-Claude_AMARA;male;1;15;53.03500000000008
unk_496;NA;1;2;5.487999999999829
Alain_NOEL;male;1;15;55.548
unk_800;NA;1;1;1.8260000000000218
Jacques_BORTAYROU;male;1;8;26.847999999999956
Anne-Catherine_DELHAYE;female;1;15;46.399
unk_874;NA;1;1;3.3009999999999877
unk_1161;NA;1;4;23.648999999999887
Jerome_BASTION;male;1;29;112.36600000000044
Florent_LONGUEPE;male;1;10;39.25000000000003
Frederic_ENCEL;male;1;18;205.83599999999979
unk_808;NA;1;6;30.813000000000102
unk_864;NA;1;5;22.889000000000124
Sylvie_JOHNSSON;female;1;47;142.86200000000062
Thomas_HUGUES;male;1;1;9.700000000000045
Philippe_LEFEBVRE;male;2;132;504.47200000000066
Valerie_ROSSO-DEBORD;female;1;27;171.7120000000001
Jacques_PLANA;male;2;111;444.5889999999995
Rachida_DATI;female;1;2;17.959000000000003
Gerard_PRINCE;male;1;35;151.587
Yves_COCHET;male;1;16;74.78100000000018
Pascal_PLACHARD;male;1;13;58.55600000000004
Herve_GARDETTE;male;2;135;403.507
Frederic_LORENZINI;male;1;24;82.02399999999989
unk_680;NA;1;4;11.595000000000255
Stephane_DUFOUR;male;1;17;57.708000000000084
Joel_MERGUI;male;1;28;210.93999999999983
Caroline_GLORION;female;2;146;342.5830000000002
Patrice_GOURRIER;male;1;34;167.2299999999998
Aly_EL-SAMMAN;male;1;40;154.83799999999974
unk_448;NA;1;7;31.78399999999965
Olivier_FOUR;male;1;49;432.927
Vincent_PEILLON;male;1;5;32.91999999999996
Bernard_CHARBONNEAU;male;1;5;31.676999999999566
Dominique_DE_VILLEPIN;male;4;427;1097.3810000000003
unk_775;NA;1;5;21.258000000000038
Patrick_ROGER;male;4;589;2437.030999999997
Francois_FILLON;male;4;731;4257.259999999998
unk_1037;NA;1;2;9.478000000000065
unk_359;NA;1;4;16.787999999999897
unk_1029;NA;1;4;12.945999999999913
Jean-Francois_COPE;male;2;108;457.2050000000004
unk_977;NA;1;6;20.251999999999953
Emmanuelle_DAVIET;female;2;77;318.3039999999993
Georges_KIEJMAN;male;1;5;33.585999999999785
Christelle_BARBIER;female;1;16;101.90600000000006
unk_600;NA;1;1;4.302999999999884
Daniel_DESESQUELLE;male;1;10;54.580999999999904
unk_11;NA;1;3;16.241999999999962
Denis_LEMARRIE;male;1;12;50.999000000000024
Marylise_LEBRANCHU;female;1;53;203.122
unk_888;NA;1;4;12.860000000000014
unk_713;NA;1;2;4.524000000000342
Thomas_VOECKLER;male;1;4;38.25500000000005
Claire_CARTIER;female;1;3;6.4350000000000005
unk_678;NA;1;2;10.648999999999887
Jacques_SICHERMAN;male;1;14;46.5920000000001
Benoit_VINCENT;male;1;9;38.91299999999998
Michel_COOL;male;1;13;45.12399999999997
Francois_BEAUDONNET;male;4;168;620.8010000000005
Olivier_DANREY;male;1;6;8.222999999999729
Philippe_MEYER;male;4;364;1425.4349999999995
Brice_ROBIN;male;1;16;76.75300000000006
Remi_PERROT;male;1;5;55.803999999999974
Herve_JUVIN;male;1;9;52.801000000000045
unk_656;NA;1;2;6.618999999999893
Celine_BRUEL;female;1;8;36.33800000000019
Daniel_RIOLO;male;2;91;251.17800000000057
unk_1064;NA;1;28;81.51500000000033
unk_889;NA;1;5;22.889999999999986
Andre_DULAIT;male;1;4;41.25999999999999
Stephane_SOUMIER;male;1;2;2.08600000000024
Stephane_CHAVE;male;1;26;154.99
Georges_TRON;male;1;18;115.93400000000003
Virginie_LEBRUN;female;2;105;427.25900000000007
unk_790;NA;1;2;4.4220000000000255
unk_606;NA;1;3;5.8250000000000455
Charles_PELLEGRINI;male;1;25;161.24200000000064
Michele_ALLIOT-MARIE;female;1;18;118.31800000000004
unk_858;NA;1;11;34.11399999999958
Laurent_VAREILLE;male;1;12;43.46900000000005
Michel_LIEBGOTT;male;1;15;100.07800000000009
Bruno_MEGRET;male;1;16;64.79700000000014
Yves_THREARD;male;1;1;0.25299999999992906
Roselyne_BACHELOT;female;4;260;1344.0920000000008
Jean_TODT;male;1;17;165.27800000000002
Remi_GARDE;male;1;5;20.516999999999825
unk_1126;NA;1;1;10.06899999999996
Alain_OLIVE;male;1;7;29.458000000000084
Ulysse_GOSSET;male;1;17;165.83399999999938
Jean-Jacques_SERVERA;male;1;13;31.08400000000006
Yann-Antony_NOGHES;male;1;23;174.9320000000002
Christian_RUIZ;male;1;11;37.84699999999998
Nicolas_ALFONSI;male;1;12;48.75400000000002
unk_25;NA;1;3;31.438999999999965
Jean-Pierre_ELKABBACH;male;1;2;16.485000000000127
Emeline_D_HARCOURT;female;1;12;103.4050000000002
unk_584;NA;1;19;54.82199999999989
unk_719;NA;1;6;10.271000000000186
Jean-Pierre_NICOLAS;male;1;17;106.07800000000003
Christian_BAUBY;male;1;29;114.4369999999999
Cardinal_RUINI;male;1;6;13.724999999999966
Hein_VERBRUGGEN;male;1;3;19.251999999999953
Muriel_POMPONNE;female;4;177;723.9200000000002
Florian_PHILIPPOT;male;1;5;36.57099999999997
unk_895;NA;1;16;48.45400000000018
Emmanuel_DAVIDENKOFF;male;1;28;109.66200000000026
Alain_BOUILLARD;male;1;9;35.01599999999996
Benjamin_DABLAM;male;1;17;79.12799999999993
unk_386;NA;1;16;39.189000000000306
Sebastien_BAER;male;2;77;318.90399999999966
unk_1051;NA;1;1;4.91399999999976
Daniel_SEITE;male;1;10;51.95000000000027
Eric_CIOTTI;male;1;49;501.9489999999998
Anais_GOUBATIAN;female;1;12;77.54199999999992
unk_773;NA;1;2;4.934999999999974
Claude_GUEANT;male;4;185;1041.336999999999
Jean_MALLOT;male;1;44;202.89099999999894
Olivier_BOST;male;1;68;285.52399999999966
Christian_ESTROSI;male;1;5;45.87800000000021
unk_1074;NA;1;1;1.0860000000000127
Sebastien_DARRAS;male;1;23;99.46300000000019
Magali_CHALAIS;female;1;24;220.11000000000035
unk_968;NA;1;1;2.3400000000001455
Anais_FEUGA;female;1;14;58.81900000000087
unk_671;NA;1;3;6.520000000000437
